Vector[0.5370649462607192, -0.0944342876132766, 0.25819162319662314]
Vector[0.5045992942022668, 0.5506512206338376, 0.8632054205748173]
Vector[0.1483345465637526, 0.35180831932480305, 0.4126700025378317]
Vector[0.31971255769973916, 0.2058928009834616, 0.3992524696605916]
Vector[0.06063336985011375, 0.5778760791867654, 0.5268921813772387]
Vector[0.06749551683920749, 0.8637088019253605, 0.8531509076607526]
Vector[0.3468322566758051, -0.10806912924960982, 0.0639466930114222]
Vector[0.5241885107695756, 0.2912585293363974, 0.6693599960023839]
Vector[-0.11789100698044197, 0.41152715098993253, 0.2865014204604073]
Vector[0.5489960700397536, 0.39770208250220795, 0.8547017578406488]
Vector[0.299152822455635, 0.5254222251148681, 0.5529519226840102]
Vector[0.3555267306190737, 0.38666666089294033, 0.482317057909154]
Vector[0.2500752349988583, 0.36710691205597246, 0.4427252076973577]
Vector[0.5310811693169837, 0.6541702567155661, 0.8078808534846017]
Vector[0.08483456198264103, 0.4224351065391845, 0.44350881684189647]
Vector[0.12177703989740862, 0.7392761902453141, 0.7743454633530765]
Vector[0.634690935408904, 0.206600020401941, 0.7049199275103422]
Vector[0.9047368191982297, 0.035646301511674694, 0.9451765837453594]
Vector[0.1436389020808415, 0.8693001462645126, 0.7787111403185706]
Vector[0.1436389020808415, 0.8693001462645126, 0.7787111403185706]
Vector[0.04363890208084151, 0.7693001462645126, 0.7787111403185706]
Vector[0.04363890208084151, 0.7693001462645126, 0.7787111403185706]
Vector[0.6113982193346152, 0.9135938378151783, 0.7361354469864713]
Vector[0.6113982193346152, 0.9135938378151783, 0.7361354469864713]
Vector[0.4113982193346153, 0.7135938378151784, 0.7361354469864713]
Vector[0.4113982193346153, 0.7135938378151784, 0.7361354469864713]
Vector[0.5820132634737064, 0.29797447286709167, 0.5255482621216798]
Vector[0.18540882942052694, 0.4099581638911771, 0.6376498243146966]
Vector[0.48201326347370643, 0.19797447286709166, 0.5255482621216798]
Vector[0.18540882942052694, 0.4099581638911771, 0.6376498243146966]
Vector[0.48201326347370643, 0.19797447286709166, 0.5255482621216798]
Vector[0.18540882942052694, 0.4099581638911771, 0.6376498243146966]
Vector[0.48201326347370643, 0.19797447286709166, 0.5255482621216798]
Vector[0.2854088294205269, 0.5099581638911771, 0.6376498243146966]
Vector[0.05398477508644384, 0.8518205113736781, 0.20997125987435494]
Vector[0.29697116351603026, 0.2625986517214238, 0.31435180241477867]
Vector[0.05398477508644384, 0.8518205113736781, 0.20997125987435494]
Vector[0.29697116351603026, 0.2625986517214238, 0.31435180241477867]
Vector[-0.6460152249135561, 0.15182051137367822, 0.20997125987435494]
Vector[0.29697116351603026, 0.2625986517214238, 0.31435180241477867]
Vector[-0.24601522491355618, 0.5518205113736782, 0.20997125987435494]
Vector[0.29697116351603026, 0.2625986517214238, 0.31435180241477867]
Vector[0.5741931296119689, 0.7874235535466253, 0.24914236226936193]
Vector[0.8406734500630717, 0.41266417616627893, 0.7131509126324757]
Vector[0.17419312961196895, 0.3874235535466254, 0.24914236226936193]
Vector[0.6406734500630717, 0.21266417616627895, 0.7131509126324757]
Vector[-0.02580687038803106, 0.1874235535466254, 0.24914236226936193]
Vector[0.6406734500630717, 0.21266417616627895, 0.7131509126324757]
Vector[0.07419312961196894, 0.2874235535466254, 0.24914236226936193]
Vector[0.6406734500630717, 0.21266417616627895, 0.7131509126324757]
Vector[0.7710100761752784, 0.6361153195090634, 0.9891994288145136]
Vector[0.9109885755097897, 0.655384939506114, 0.5317329278249413]
Vector[0.7710100761752784, 0.6361153195090634, 0.9891994288145136]
Vector[0.5109885755097898, 0.2553849395061141, 0.5317329278249413]
Vector[0.7710100761752784, 0.6361153195090634, 0.9891994288145136]
Vector[0.5109885755097898, 0.2553849395061141, 0.5317329278249413]
Vector[0.7710100761752784, 0.6361153195090634, 0.9891994288145136]
Vector[0.5109885755097898, 0.2553849395061141, 0.5317329278249413]
Vector[0.49503021036848105, 0.9518286765985762, 0.3293256536523951]
Vector[0.6431491710792551, 0.37970942785467365, 0.9327080350361965]
Vector[0.2950302103684811, 0.7518286765985762, 0.3293256536523951]
Vector[0.6431491710792551, 0.37970942785467365, 0.9327080350361965]
Vector[-0.20496978963151893, 0.25182867659857633, 0.3293256536523951]
Vector[0.6431491710792551, 0.37970942785467365, 0.9327080350361965]
Vector[-0.004969789631518923, 0.4518286765985763, 0.3293256536523951]
Vector[0.6431491710792551, 0.37970942785467365, 0.9327080350361965]
Vector[0.39151960702270605, 0.16467882383137977, 0.659125848802588]
Vector[0.8158679116581777, 0.3664689678580024, 0.08303247468373876]
Vector[0.39151960702270605, 0.16467882383137977, 0.659125848802588]
Vector[0.01586791165817783, -0.4335310321419976, 0.08303247468373876]
Vector[0.39151960702270605, 0.16467882383137977, 0.659125848802588]
Vector[0.01586791165817783, -0.4335310321419976, 0.08303247468373876]
Vector[0.49151960702270603, 0.26467882383137975, 0.659125848802588]
Vector[0.31586791165817785, -0.13353103214199763, 0.08303247468373876]
Vector[0.4612156814595145, 0.2290349312729838, 0.413369207573984]
Vector[0.2427720415258522, 0.5058531504077002, 0.05215036608931012]
Vector[0.36121568145951455, 0.1290349312729838, 0.413369207573984]
Vector[0.04277204152585218, 0.3058531504077002, 0.05215036608931012]
Vector[0.36121568145951455, 0.1290349312729838, 0.413369207573984]
Vector[-0.2572279584741478, 0.005853150407700208, 0.05215036608931012]
Vector[0.36121568145951455, 0.1290349312729838, 0.413369207573984]
Vector[-0.0572279584741478, 0.20585315040770022, 0.05215036608931012]
Vector[0.13233951254390652, 0.6092315971607963, 0.9737319705651944]
Vector[0.22451563597880475, 0.7727154237247686, 0.23510653558192718]
Vector[0.13233951254390652, 0.6092315971607963, 0.9737319705651944]
Vector[0.22451563597880475, 0.7727154237247686, 0.23510653558192718]
Vector[0.13233951254390652, 0.6092315971607963, 0.9737319705651944]
Vector[-0.3754843640211952, 0.17271542372476875, 0.23510653558192718]
Vector[0.33233951254390653, 0.8092315971607963, 0.9737319705651944]
Vector[-0.07548436402119524, 0.4727154237247687, 0.23510653558192718]
